Index,TimeStamp,ECG Value
326,19:4:47:260,331
327,19:4:47:270,323
328,19:4:47:280,315
329,19:4:47:290,316
330,19:4:47:300,309
331,19:4:47:310,305
332,19:4:47:320,310
333,19:4:47:330,314
334,19:4:47:340,321
335,19:4:47:350,321
336,19:4:47:360,328
337,19:4:47:370,332
338,19:4:47:380,326
339,19:4:47:390,320
340,19:4:47:400,328
341,19:4:47:410,334
342,19:4:47:420,336
343,19:4:47:430,350
344,19:4:47:440,350
345,19:4:47:450,356
346,19:4:47:460,355
347,19:4:47:470,351
348,19:4:47:480,357
349,19:4:47:490,346
350,19:4:47:500,351
351,19:4:47:510,351
352,19:4:47:520,351
353,19:4:47:530,368
354,19:4:47:540,433
355,19:4:47:550,502
356,19:4:47:560,467
357,19:4:47:570,415
358,19:4:47:580,401
359,19:4:47:590,391
360,19:4:53:0,351
361,19:4:53:10,350
362,19:4:53:20,343
363,19:4:53:30,344
364,19:4:53:40,346
365,19:4:53:50,348
366,19:4:53:60,346
367,19:4:53:70,348
368,19:4:53:80,345
369,19:4:53:90,344
370,19:4:53:100,347
371,19:4:53:110,345
372,19:4:53:120,337
373,19:4:53:130,323
374,19:4:53:140,324
375,19:4:53:150,332
376,19:4:53:160,318
377,19:4:53:170,308
378,19:4:53:180,328
379,19:4:53:190,404
380,19:4:53:200,455
381,19:4:53:210,414
382,19:4:53:220,360
383,19:4:53:230,338
384,19:4:53:240,336
385,19:4:53:250,339
386,19:4:53:260,334
387,19:4:53:270,333
388,19:4:53:280,337
389,19:4:53:290,342
390,19:4:53:300,339
391,19:4:53:310,356
392,19:4:53:320,364
393,19:4:53:330,367
394,19:4:53:340,371
395,19:4:53:350,374
396,19:4:53:360,375
397,19:4:53:370,380
398,19:4:53:380,373
399,19:4:53:390,373
400,19:4:53:400,365
401,19:4:53:410,349
402,19:4:53:420,349
403,19:4:53:430,343
404,19:4:53:440,342
405,19:4:53:450,343
406,19:4:53:460,344
407,19:4:53:470,347
408,19:4:53:480,337
409,19:4:53:490,347
410,19:4:53:500,346
411,19:4:53:510,338
412,19:4:53:520,344
413,19:4:53:530,335
414,19:4:53:540,339
415,19:4:53:550,342
416,19:4:53:560,343
417,19:4:53:570,358
418,19:4:54:0,361
419,19:4:54:10,361
420,19:4:59:0,310
421,19:4:59:10,297
422,19:4:59:20,292
423,19:4:59:30,298
424,19:4:59:40,292
425,19:4:59:50,279
426,19:4:59:60,292
427,19:4:59:70,294
428,19:4:59:80,293
429,19:4:59:90,286
430,19:4:59:100,294
431,19:4:59:110,292
432,19:4:59:120,304
433,19:4:59:130,316
434,19:4:59:140,323
435,19:4:59:150,324
436,19:4:59:160,321
437,19:4:59:170,317
438,19:4:59:180,308
439,19:4:59:190,304
440,19:4:59:200,295
441,19:4:59:210,292
442,19:4:59:220,293
443,19:4:59:230,291
444,19:4:59:240,294
445,19:4:59:250,303
446,19:4:59:260,292
447,19:4:59:270,298
448,19:4:59:280,302
449,19:4:59:290,303
450,19:4:59:300,298
451,19:4:59:310,299
452,19:4:59:320,306
453,19:4:59:330,294
454,19:4:59:340,311
455,19:4:59:350,309
456,19:5:0:0,316
457,19:5:0:10,321
458,19:5:0:20,322
459,19:5:0:30,307
460,19:5:0:40,305
461,19:5:0:50,276
462,19:5:0:60,283
463,19:5:0:70,282
464,19:5:0:80,275
465,19:5:0:90,329
466,19:5:0:100,324
467,19:5:0:110,403
468,19:5:0:120,418
469,19:5:0:130,368
470,19:5:0:140,324
471,19:5:0:150,312
472,19:5:0:160,307
473,19:5:0:170,302
474,19:5:0:180,305
475,19:5:0:190,304
476,19:5:0:200,309
477,19:5:0:210,315
478,19:5:0:220,312
479,19:5:0:230,327
480,19:5:5:0,377
481,19:5:5:10,351
482,19:5:5:20,337
483,19:5:5:30,375
484,19:5:5:40,340
485,19:5:5:50,380
486,19:5:5:60,335
487,19:5:5:70,336
488,19:5:5:80,338
489,19:5:5:90,345
490,19:5:5:100,336
491,19:5:5:110,338
492,19:5:5:120,344
493,19:5:5:130,338
494,19:5:5:140,337
495,19:5:6:0,338
496,19:5:6:10,322
497,19:5:6:20,324
498,19:5:6:30,327
499,19:5:6:40,330
500,19:5:6:50,348
501,19:5:6:60,354
502,19:5:6:70,345
503,19:5:6:80,363
504,19:5:6:90,346
505,19:5:6:100,353
506,19:5:6:110,346
507,19:5:6:120,330
508,19:5:6:130,326
509,19:5:6:140,313
510,19:5:6:150,317
511,19:5:6:160,315
512,19:5:6:170,376
513,19:5:6:180,443
514,19:5:6:190,394
515,19:5:6:200,339
516,19:5:6:210,327
517,19:5:6:220,317
518,19:5:6:230,309
519,19:5:6:240,310
520,19:5:6:250,327
521,19:5:6:260,325
522,19:5:6:270,329
523,19:5:6:280,341
524,19:5:6:290,354
525,19:5:6:300,351
526,19:5:6:310,362
527,19:5:6:320,364
528,19:5:6:330,378
529,19:5:6:340,377
530,19:5:6:350,382
531,19:5:6:360,377
532,19:5:6:370,369
533,19:5:6:380,364
534,19:5:6:390,351
535,19:5:6:400,342
536,19:5:6:410,329
537,19:5:6:420,332
538,19:5:6:430,329
539,19:5:6:440,315
540,19:5:12:0,227
541,19:5:12:10,222
542,19:5:12:20,223
543,19:5:12:30,217
544,19:5:12:40,218
545,19:5:12:50,209
546,19:5:12:60,211
547,19:5:12:70,211
548,19:5:12:80,272
549,19:5:12:90,311
550,19:5:12:100,352
551,19:5:12:110,299
552,19:5:12:120,249
553,19:5:12:130,236
554,19:5:12:140,234
555,19:5:12:150,233
556,19:5:12:160,235
557,19:5:12:170,237
558,19:5:12:180,250
559,19:5:12:190,243
560,19:5:12:200,254
561,19:5:12:210,261
562,19:5:12:220,278
563,19:5:12:230,289
564,19:5:12:240,294
565,19:5:12:250,310
566,19:5:12:260,313
567,19:5:12:270,314
568,19:5:12:280,366
569,19:5:12:290,307
570,19:5:12:300,301
571,19:5:12:310,289
572,19:5:12:320,292
573,19:5:12:330,287
574,19:5:12:340,286
575,19:5:12:350,296
576,19:5:12:360,293
577,19:5:12:370,301
578,19:5:12:380,303
579,19:5:12:390,305
580,19:5:12:400,315
581,19:5:12:410,315
582,19:5:12:420,319
583,19:5:12:430,309
584,19:5:12:440,316
585,19:5:12:450,325
586,19:5:12:460,329
587,19:5:12:470,338
588,19:5:12:480,331
589,19:5:12:490,326
590,19:5:12:500,322
591,19:5:12:510,318
592,19:5:12:520,317
593,19:5:12:530,317
594,19:5:12:540,319
595,19:5:12:550,337
596,19:5:12:560,411
597,19:5:12:570,457
598,19:5:12:580,411
599,19:5:12:590,355
600,19:5:18:0,363
601,19:5:18:10,348
602,19:5:18:20,345
603,19:5:18:30,343
604,19:5:18:40,326
605,19:5:18:50,341
606,19:5:18:60,398
607,19:5:18:70,453
608,19:5:18:80,384
609,19:5:18:90,324
610,19:5:18:100,310
611,19:5:18:110,300
612,19:5:18:120,296
613,19:5:18:130,298
614,19:5:18:140,299
615,19:5:18:150,304
616,19:5:18:160,309
617,19:5:18:170,309
618,19:5:18:180,308
619,19:5:18:190,316
620,19:5:18:200,328
621,19:5:18:210,328
622,19:5:18:220,331
623,19:5:18:230,335
624,19:5:18:240,337
625,19:5:18:250,338
626,19:5:18:260,379
627,19:5:18:270,319
628,19:5:18:280,306
629,19:5:18:290,293
630,19:5:18:300,286
631,19:5:18:310,291
632,19:5:18:320,287
633,19:5:18:330,285
634,19:5:18:340,285
635,19:5:18:350,280
636,19:5:18:360,287
637,19:5:18:370,279
638,19:5:18:380,282
639,19:5:18:390,284
640,19:5:18:400,287
641,19:5:18:410,283
642,19:5:18:420,288
643,19:5:18:430,293
644,19:5:18:440,287
645,19:5:18:450,294
646,19:5:18:460,274
647,19:5:18:470,267
648,19:5:18:480,275
649,19:5:18:490,266
650,19:5:18:500,266
651,19:5:18:510,244
652,19:5:18:520,291
653,19:5:18:530,381
654,19:5:18:540,360
655,19:5:19:0,303
656,19:5:19:10,279
657,19:5:19:20,269
658,19:5:19:30,270
659,19:5:19:40,256
660,19:5:24:0,348
661,19:5:24:10,349
662,19:5:24:20,355
663,19:5:24:30,359
664,19:5:24:40,360
665,19:5:24:50,356
666,19:5:24:60,357
667,19:5:24:70,347
668,19:5:24:80,345
669,19:5:24:90,391
670,19:5:24:100,335
671,19:5:24:110,321
672,19:5:24:120,321
673,19:5:24:130,319
674,19:5:24:140,361
675,19:5:24:150,318
676,19:5:24:160,321
677,19:5:24:170,320
678,19:5:24:180,318
679,19:5:24:190,324
680,19:5:24:200,320
681,19:5:24:210,318
682,19:5:24:220,328
683,19:5:24:230,331
684,19:5:24:240,395
685,19:5:24:250,347
686,19:5:24:260,350
687,19:5:24:270,347
688,19:5:24:280,336
689,19:5:24:290,328
690,19:5:24:300,326
691,19:5:24:310,322
692,19:5:24:320,322
693,19:5:25:0,330
694,19:5:25:10,381
695,19:5:25:20,453
696,19:5:25:30,417
697,19:5:25:40,356
698,19:5:25:50,330
699,19:5:25:60,316
700,19:5:25:70,317
701,19:5:25:80,313
702,19:5:25:90,314
703,19:5:25:100,315
704,19:5:25:110,319
705,19:5:25:120,324
706,19:5:25:130,321
707,19:5:25:140,334
708,19:5:25:150,342
709,19:5:25:160,342
710,19:5:25:170,349
711,19:5:25:180,351
712,19:5:25:190,357
713,19:5:25:200,353
714,19:5:25:210,354
715,19:5:25:220,345
716,19:5:25:230,332
717,19:5:25:240,321
718,19:5:25:250,323
719,19:5:25:260,328
720,19:5:30:0,265
721,19:5:30:10,258
722,19:5:30:20,252
723,19:5:30:30,232
724,19:5:30:40,254
725,19:5:30:50,326
726,19:5:30:60,356
727,19:5:30:70,301
728,19:5:30:80,251
729,19:5:30:90,243
730,19:5:30:100,218
731,19:5:31:0,215
732,19:5:31:10,209
733,19:5:31:20,217
734,19:5:31:30,219
735,19:5:31:40,226
736,19:5:31:50,224
737,19:5:31:60,215
738,19:5:31:70,219
739,19:5:31:80,229
740,19:5:31:90,233
741,19:5:31:100,232
742,19:5:31:110,297
743,19:5:31:120,243
744,19:5:31:130,244
745,19:5:31:140,233
746,19:5:31:150,220
747,19:5:31:160,206
748,19:5:31:170,196
749,19:5:31:180,191
750,19:5:31:190,189
751,19:5:31:200,185
752,19:5:31:210,196
753,19:5:31:220,186
754,19:5:31:230,193
755,19:5:31:240,185
756,19:5:31:250,191
757,19:5:31:260,191
758,19:5:31:270,185
759,19:5:31:280,190
760,19:5:31:290,187
761,19:5:31:300,195
762,19:5:31:310,183
763,19:5:31:320,193
764,19:5:31:330,196
765,19:5:31:340,187
766,19:5:31:350,200
767,19:5:31:360,180
768,19:5:31:370,173
769,19:5:31:380,162
770,19:5:31:390,159
771,19:5:31:400,164
772,19:5:31:410,154
773,19:5:31:420,161
774,19:5:31:430,222
775,19:5:31:440,297
776,19:5:31:450,257
777,19:5:31:460,197
778,19:5:31:470,184
779,19:5:31:480,175
780,19:5:37:0,334
781,19:5:37:10,329
782,19:5:37:20,331
783,19:5:37:30,327
784,19:5:37:40,342
785,19:5:37:50,412
786,19:5:37:60,463
787,19:5:37:70,429
788,19:5:37:80,369
789,19:5:37:90,350
790,19:5:37:100,338
791,19:5:37:110,335
792,19:5:37:120,337
793,19:5:37:130,341
794,19:5:37:140,344
795,19:5:37:150,350
796,19:5:37:160,356
797,19:5:37:170,354
798,19:5:37:180,362
799,19:5:37:190,371
800,19:5:37:200,430
801,19:5:37:210,385
802,19:5:37:220,387
803,19:5:37:230,384
804,19:5:37:240,387
805,19:5:37:250,387
806,19:5:37:260,372
807,19:5:37:270,356
808,19:5:37:280,353
809,19:5:37:290,347
810,19:5:37:300,344
811,19:5:37:310,342
812,19:5:37:320,347
813,19:5:37:330,350
814,19:5:37:340,351
815,19:5:37:350,353
816,19:5:37:360,353
817,19:5:37:370,351
818,19:5:37:380,351
819,19:5:37:390,341
820,19:5:37:400,345
821,19:5:37:410,346
822,19:5:37:420,370
823,19:5:37:430,353
824,19:5:37:440,354
825,19:5:37:450,359
826,19:5:37:460,355
827,19:5:37:470,349
828,19:5:37:480,342
829,19:5:37:490,333
830,19:5:37:500,333
831,19:5:37:510,329
832,19:5:37:520,329
833,19:5:37:530,344
834,19:5:37:540,412
835,19:5:37:550,458
836,19:5:37:560,402
837,19:5:37:570,350
838,19:5:37:580,337
839,19:5:37:590,332
840,19:5:43:0,375
841,19:5:43:10,386
842,19:5:43:20,391
843,19:5:43:30,396
844,19:5:43:40,381
845,19:5:43:50,388
846,19:5:43:60,380
847,19:5:43:70,366
848,19:5:43:80,348
849,19:5:43:90,346
850,19:5:43:100,344
851,19:5:43:110,344
852,19:5:43:120,344
853,19:5:43:130,345
854,19:5:43:140,343
855,19:5:43:150,348
856,19:5:43:160,347
857,19:5:43:170,354
858,19:5:43:180,406
859,19:5:43:190,354
860,19:5:43:200,352
861,19:5:43:210,356
862,19:5:43:220,356
863,19:5:43:230,355
864,19:5:43:240,364
865,19:5:43:250,363
866,19:5:43:260,368
867,19:5:43:270,360
868,19:5:43:280,352
869,19:5:43:290,347
870,19:5:43:300,341
871,19:5:43:310,333
872,19:5:43:320,333
873,19:5:43:330,328
874,19:5:43:340,355
875,19:5:43:350,438
876,19:5:43:360,440
877,19:5:43:370,390
878,19:5:43:380,345
879,19:5:43:390,336
880,19:5:43:400,331
881,19:5:43:410,329
882,19:5:43:420,330
883,19:5:43:430,330
884,19:5:43:440,330
885,19:5:43:450,328
886,19:5:43:460,332
887,19:5:43:470,328
888,19:5:43:480,329
889,19:5:43:490,338
890,19:5:43:500,344
891,19:5:44:0,339
892,19:5:44:10,356
893,19:5:44:20,365
894,19:5:44:30,371
895,19:5:44:40,359
896,19:5:44:50,345
897,19:5:44:60,338
898,19:5:44:70,388
899,19:5:44:80,330
900,19:5:49:0,336
901,19:5:49:10,335
902,19:5:49:20,331
903,19:5:49:30,350
904,19:5:49:40,347
905,19:5:49:50,332
906,19:5:49:60,328
907,19:5:49:70,312
908,19:5:49:80,303
909,19:5:49:90,288
910,19:5:49:100,292
911,19:5:49:110,284
912,19:5:49:120,299
913,19:5:49:130,366
914,19:5:49:140,419
915,19:5:49:150,363
916,19:5:49:160,376
917,19:5:49:170,302
918,19:5:49:180,298
919,19:5:49:190,294
920,19:5:49:200,299
921,19:5:49:210,299
922,19:5:49:220,300
923,19:5:49:230,302
924,19:5:49:240,314
925,19:5:49:250,307
926,19:5:49:260,310
927,19:5:49:270,324
928,19:5:49:280,329
929,19:5:50:0,331
930,19:5:50:10,333
931,19:5:50:20,336
932,19:5:50:30,321
933,19:5:50:40,321
934,19:5:50:50,309
935,19:5:50:60,303
936,19:5:50:70,291
937,19:5:50:80,284
938,19:5:50:90,283
939,19:5:50:100,285
940,19:5:50:110,281
941,19:5:50:120,284
942,19:5:50:130,285
943,19:5:50:140,287
944,19:5:50:150,284
945,19:5:50:160,287
946,19:5:50:170,283
947,19:5:50:180,288
948,19:5:50:190,286
949,19:5:50:200,285
950,19:5:50:210,286
951,19:5:50:220,285
952,19:5:50:230,291
953,19:5:50:240,294
954,19:5:50:250,295
955,19:5:50:260,298
956,19:5:50:270,360
957,19:5:50:280,300
958,19:5:50:290,289
959,19:5:50:300,292
960,19:5:55:0,359
961,19:5:55:10,358
962,19:5:55:20,344
963,19:5:55:30,342
964,19:5:55:40,396
965,19:5:55:50,332
966,19:5:55:60,393
967,19:5:55:70,333
968,19:5:56:0,375
969,19:5:56:10,334
970,19:5:56:20,328
971,19:5:56:30,329
972,19:5:56:40,322
973,19:5:56:50,327
974,19:5:56:60,348
975,19:5:56:70,394
976,19:5:56:80,347
977,19:5:56:90,351
978,19:5:56:100,344
979,19:5:56:110,356
980,19:5:56:120,360
981,19:5:56:130,352
982,19:5:56:140,349
983,19:5:56:150,347
984,19:5:56:160,340
985,19:5:56:170,337
986,19:5:56:180,317
987,19:5:56:190,323
988,19:5:56:200,311
989,19:5:56:210,343
990,19:5:56:220,412
991,19:5:56:230,436
992,19:5:56:240,377
993,19:5:56:250,334
994,19:5:56:260,321
995,19:5:56:270,311
996,19:5:56:280,314
997,19:5:56:290,315
998,19:5:56:300,317
999,19:5:56:310,320
1000,19:5:56:320,325
1001,19:5:56:330,324
1002,19:5:56:340,326
1003,19:5:56:350,329
1004,19:5:56:360,336
1005,19:5:56:370,340
1006,19:5:56:380,340
1007,19:5:56:390,346
1008,19:5:56:400,354
1009,19:5:56:410,358
1010,19:5:56:420,354
1011,19:5:56:430,346
1012,19:5:56:440,339
1013,19:5:56:450,329
1014,19:5:56:460,376
1015,19:5:56:470,328
1016,19:5:56:480,330
1017,19:5:56:490,328
1018,19:5:56:500,334
1019,19:5:56:510,336
1020,19:6:2:0,346
1021,19:6:2:10,342
1022,19:6:2:20,367
1023,19:6:2:30,424
1024,19:6:2:40,416
1025,19:6:2:50,351
1026,19:6:2:60,382
1027,19:6:2:70,344
1028,19:6:2:80,334
1029,19:6:2:90,315
1030,19:6:2:100,326
1031,19:6:2:110,392
1032,19:6:2:120,449
1033,19:6:2:130,411
1034,19:6:2:140,361
1035,19:6:2:150,335
1036,19:6:2:160,321
1037,19:6:2:170,315
1038,19:6:2:180,324
1039,19:6:2:190,333
1040,19:6:2:200,335
1041,19:6:2:210,339
1042,19:6:2:220,331
1043,19:6:2:230,334
1044,19:6:2:240,344
1045,19:6:2:250,356
1046,19:6:2:260,365
1047,19:6:2:270,371
1048,19:6:2:280,375
1049,19:6:2:290,373
1050,19:6:2:300,378
1051,19:6:2:310,375
1052,19:6:2:320,361
1053,19:6:2:330,349
1054,19:6:2:340,336
1055,19:6:2:350,328
1056,19:6:2:360,320
1057,19:6:2:370,316
1058,19:6:2:380,321
1059,19:6:2:390,369
1060,19:6:2:400,323
1061,19:6:2:410,325
1062,19:6:2:420,324
1063,19:6:2:430,329
1064,19:6:2:440,324
1065,19:6:2:450,333
1066,19:6:2:460,340
1067,19:6:2:470,352
1068,19:6:2:480,352
1069,19:6:2:490,362
1070,19:6:2:500,362
1071,19:6:2:510,368
1072,19:6:2:520,371
1073,19:6:2:530,372
1074,19:6:2:540,360
1075,19:6:2:550,352
1076,19:6:2:560,352
1077,19:6:2:570,354
1078,19:6:2:580,354
1079,19:6:2:590,347
1080,19:6:8:0,485
1081,19:6:8:10,480
1082,19:6:8:20,472
1083,19:6:8:30,445
1084,19:6:8:40,439
1085,19:6:8:50,425
1086,19:6:8:60,423
1087,19:6:8:70,418
1088,19:6:8:80,416
1089,19:6:8:90,421
1090,19:6:8:100,431
1091,19:6:8:110,429
1092,19:6:8:120,430
1093,19:6:8:130,431
1094,19:6:8:140,429
1095,19:6:8:150,421
1096,19:6:8:160,429
1097,19:6:8:170,425
1098,19:6:8:180,428
1099,19:6:8:190,432
1100,19:6:8:200,435
1101,19:6:8:210,427
1102,19:6:8:220,418
1103,19:6:8:230,400
1104,19:6:8:240,385
1105,19:6:8:250,373
1106,19:6:8:260,370
1107,19:6:8:270,372
1108,19:6:8:280,363
1109,19:6:8:290,388
1110,19:6:8:300,521
1111,19:6:8:310,480
1112,19:6:8:320,417
1113,19:6:8:330,373
1114,19:6:8:340,366
1115,19:6:8:350,359
1116,19:6:8:360,364
1117,19:6:8:370,367
1118,19:6:8:380,365
1119,19:6:8:390,357
1120,19:6:8:400,357
1121,19:6:8:410,362
1122,19:6:8:420,367
1123,19:6:8:430,375
1124,19:6:8:440,382
1125,19:6:8:450,383
1126,19:6:8:460,392
1127,19:6:8:470,392
1128,19:6:9:0,393
1129,19:6:9:10,376
1130,19:6:9:20,357
1131,19:6:9:30,352
1132,19:6:9:40,335
1133,19:6:9:50,331
1134,19:6:9:60,339
1135,19:6:9:70,335
1136,19:6:9:80,336
1137,19:6:9:90,331
1138,19:6:9:100,329
1139,19:6:9:110,332
1140,19:6:14:0,402
1141,19:6:14:10,408
1142,19:6:14:20,410
1143,19:6:14:30,415
1144,19:6:14:40,421
1145,19:6:14:50,414
1146,19:6:14:60,418
1147,19:6:14:70,411
1148,19:6:14:80,479
1149,19:6:14:90,412
1150,19:6:14:100,408
