Index,TimeStamp,ECG Value
1356,1:59:626,94
1357,1:59:630,117
1358,1:59:633,335
1359,1:59:638,112
1360,1:59:642,115
1361,1:59:645,86
1362,1:59:649,119
1363,1:59:652,120
1364,1:59:656,83
1365,1:59:659,367
1366,1:59:663,126
1367,1:59:667,93
1368,1:59:670,117
1369,1:59:674,119
1370,1:59:677,90
1371,1:59:682,108
1372,1:59:685,371
1373,1:59:689,85
1374,1:59:693,117
1375,1:59:696,113
1376,1:59:700,89
1377,1:59:703,98
1378,1:59:707,110
1379,1:59:710,364
1380,1:59:714,124
1381,1:59:718,104
1382,1:59:721,84
1383,1:59:726,127
1384,1:59:729,148
1385,1:59:733,92
1386,2:5:337,371
1387,2:5:339,198
1388,2:5:341,113
1389,2:5:344,109
1390,2:5:347,159
1391,2:5:351,108
1392,2:5:355,100
1393,2:5:359,362
1394,2:5:362,186
1395,2:5:366,75
1396,2:5:369,196
1397,2:5:373,66
1398,2:5:376,199
1399,2:5:380,113
1400,2:5:383,341
1401,2:5:387,101
1402,2:5:390,79
1403,2:5:394,185
1404,2:5:398,70
1405,2:5:402,82
1406,2:5:405,100
1407,2:5:409,340
1408,2:5:412,123
1409,2:5:416,199
1410,2:5:419,125
1411,2:5:423,88
1412,2:5:426,115
1413,2:5:430,190
1414,2:5:433,341
1415,2:5:437,116
1416,2:5:441,86
1417,2:5:445,105
1418,2:5:448,74
1419,2:5:452,112
1420,2:5:455,96
1421,2:5:459,350
1422,2:5:462,107
1423,2:5:466,75
1424,2:5:469,106
1425,2:5:473,68
1426,2:5:476,83
1427,2:5:479,94
1428,2:5:484,333
1429,2:5:487,103
1430,2:5:491,181
1431,2:5:494,92
1432,2:5:498,59
1433,2:5:501,86
1434,2:5:505,165
1435,2:5:508,332
1436,2:5:512,123
1437,2:5:515,110
1438,2:5:519,173
1439,2:5:522,165
1440,2:5:527,229
1441,2:5:530,0
1442,2:5:534,501
1443,2:5:537,4
1444,2:5:541,208
1445,2:5:544,208
1446,2:5:548,177
1447,2:5:551,158
1448,2:5:555,134
1449,2:5:558,349
1450,2:5:562,122
1451,2:5:565,184
1452,2:5:570,106
1453,2:5:573,66
1454,2:5:577,92
1455,2:5:580,93
1456,2:5:584,323
1457,2:5:587,101
1458,2:5:591,71
1459,2:5:594,100
1460,2:5:598,68
1461,2:5:601,93
1462,2:5:605,93
1463,2:11:208,352
1464,2:11:210,94
1465,2:11:212,107
1466,2:11:215,133
1467,2:11:219,93
1468,2:11:222,117
1469,2:11:226,135
1470,2:11:229,350
1471,2:11:233,112
1472,2:11:237,126
1473,2:11:240,92
1474,2:11:245,119
1475,2:11:248,123
1476,2:11:252,85
1477,2:11:255,465
1478,2:11:259,112
1479,2:11:263,96
1480,2:11:266,91
1481,2:11:270,100
1482,2:11:273,74
1483,2:11:277,102
1484,2:11:280,343
1485,2:11:284,91
1486,2:11:289,97
1487,2:11:292,86
1488,2:11:296,157
1489,2:11:299,79
1490,2:11:303,100
1491,2:11:306,311
1492,2:11:310,180
1493,2:11:314,70
1494,2:11:317,165
1495,2:11:321,84
1496,2:11:324,74
1497,2:11:329,78
1498,2:11:332,444
1499,2:11:336,68
1500,2:11:340,98
1501,2:11:343,111
1502,2:11:347,162
1503,2:11:350,85
1504,2:11:354,110
1505,2:11:357,334
1506,2:11:361,109
1507,2:11:365,107
1508,2:11:368,74
1509,2:11:373,106
1510,2:11:376,116
1511,2:11:380,88
1512,2:11:383,352
1513,2:11:387,110
1514,2:11:391,81
1515,2:11:394,96
1516,2:11:398,108
1517,2:11:401,92
1518,2:11:405,95
1519,2:11:408,356
1520,2:11:412,78
1521,2:11:417,109
1522,2:11:420,98
1523,2:11:424,76
1524,2:11:427,104
1525,2:11:431,100
1526,2:11:434,355
1527,2:11:438,110
1528,2:11:442,120
1529,2:11:445,84
1530,2:11:449,132
1531,2:11:452,149
1532,2:11:457,203
1533,2:11:460,373
1534,2:11:464,78
1535,2:11:467,202
1536,2:11:471,117
1537,2:11:475,84
1538,2:11:478,100
1539,2:11:482,200
1540,2:17:86,362
1541,2:17:89,92
1542,2:17:91,116
1543,2:17:94,5
1544,2:17:97,223
1545,2:17:101,49
1546,2:17:104,171
1547,2:17:108,224
1548,2:17:111,17
1549,2:17:115,79
1550,2:17:119,48
1551,2:17:122,110
1552,2:17:126,67
1553,2:17:129,164
1554,2:17:134,153
1555,2:17:137,80
1556,2:17:141,130
1557,2:17:144,143
1558,2:17:148,96
1559,2:17:151,45
1560,2:17:155,33
1561,2:17:158,417
1562,2:17:162,233
1563,2:17:166,116
1564,2:17:169,178
1565,2:17:174,250
1566,2:17:177,65
1567,2:17:181,57
1568,2:17:184,55
1569,2:17:188,102
1570,2:17:192,29
1571,2:17:195,85
1572,2:17:199,123
1573,2:17:202,85
1574,2:17:206,116
1575,2:17:209,315
1576,2:17:213,204
1577,2:17:218,58
1578,2:17:221,71
1579,2:17:225,39
1580,2:17:228,75
1581,2:17:232,44
1582,2:17:235,72
1583,2:17:239,54
1584,2:17:242,63
1585,2:17:245,82
1586,2:17:249,37
1587,2:17:252,76
1588,2:17:256,42
1589,2:17:260,62
1590,2:17:264,56
1591,2:17:267,57
1592,2:17:271,73
1593,2:17:274,37
1594,2:17:278,71
1595,2:17:281,41
1596,2:17:285,73
1597,2:17:288,55
1598,2:17:292,61
1599,2:17:295,72
1600,2:17:299,39
1601,2:17:303,77
1602,2:17:307,41
1603,2:17:310,54
1604,2:17:314,56
1605,2:17:317,67
1606,2:17:321,72
1607,2:17:324,40
1608,2:17:328,75
1609,2:17:331,42
1610,2:17:335,59
1611,2:17:338,54
1612,2:17:342,53
1613,2:17:346,70
1614,2:17:350,41
1615,2:17:353,75
1616,2:17:357,39
1617,2:22:959,68
1618,2:22:961,69
1619,2:22:963,55
1620,2:22:966,51
1621,2:22:969,75
1622,2:22:973,152
1623,2:22:977,63
1624,2:22:981,50
1625,2:22:984,73
1626,2:22:988,62
1627,2:22:991,46
1628,2:22:995,79
1629,2:22:998,70
1630,2:23:2,74
1631,2:23:5,43
1632,2:23:8,144
1633,2:23:12,39
1634,2:23:15,77
1635,2:23:20,151
1636,2:23:23,87
1637,2:23:27,65
1638,2:23:30,57
1639,2:23:33,44
1640,2:23:37,73
1641,2:23:40,74
1642,2:23:44,75
1643,2:23:47,42
1644,2:23:50,167
1645,2:23:54,658
1646,2:23:57,155
1647,2:23:62,222
1648,2:23:65,63
1649,2:23:69,147
1650,2:23:72,149
1651,2:23:76,152
1652,2:23:79,450
1653,2:23:83,57
1654,2:23:86,145
1655,2:23:90,154
1656,2:23:93,147
1657,2:23:97,233
1658,2:23:100,99
1659,2:23:105,402
1660,2:23:108,152
1661,2:23:112,137
1662,2:23:115,195
1663,2:23:119,152
1664,2:23:123,151
1665,2:23:126,146
1666,2:23:130,618
1667,2:23:133,14
1668,2:23:137,146
1669,2:23:140,151
1670,2:23:144,147
1671,2:23:149,8
1672,2:23:152,155
1673,2:23:156,660
1674,2:23:159,145
1675,2:23:163,228
1676,2:23:166,180
1677,2:23:170,148
1678,2:23:174,154
1679,2:23:177,145
1680,2:23:181,371
1681,2:23:184,152
1682,2:23:188,146
1683,2:23:192,149
1684,2:23:196,203
1685,2:23:200,186
1686,2:23:203,153
1687,2:23:207,666
1688,2:23:210,145
1689,2:23:214,109
1690,2:23:217,69
1691,2:23:221,146
1692,2:23:225,152
1693,2:23:228,54
1694,2:28:833,64
1695,2:28:835,72
1696,2:28:837,70
1697,2:28:840,44
1698,2:28:843,78
1699,2:28:847,40
1700,2:28:850,74
1701,2:28:854,44
1702,2:28:857,57
1703,2:28:861,46
1704,2:28:865,61
1705,2:28:869,68
1706,2:28:872,42
1707,2:28:876,77
1708,2:28:879,141
1709,2:28:883,70
1710,2:28:886,64
1711,2:28:890,161
1712,2:28:893,75
1713,2:28:897,48
1714,2:28:900,64
1715,2:28:904,99
1716,2:28:908,57
1717,2:28:912,74
1718,2:28:915,44
1719,2:28:919,74
1720,2:28:922,46
1721,2:28:926,156
1722,2:28:929,62
1723,2:28:933,68
1724,2:28:936,49
1725,2:28:940,46
1726,2:28:943,68
1727,2:28:947,42
1728,2:28:951,72
1729,2:28:955,69
1730,2:28:958,42
1731,2:28:962,74
1732,2:28:965,45
1733,2:28:969,66
1734,2:28:972,42
1735,2:28:976,71
1736,2:28:979,65
1737,2:28:983,43
1738,2:28:986,76
1739,2:28:990,43
1740,2:28:994,68
1741,2:28:998,48
1742,2:29:1,68
1743,2:29:4,38
1744,2:29:8,62
1745,2:29:11,44
1746,2:29:14,73
1747,2:29:18,38
1748,2:29:21,73
1749,2:29:25,41
1750,2:29:28,76
1751,2:29:31,38
1752,2:29:36,72
1753,2:29:39,44
1754,2:29:43,68
1755,2:29:46,53
1756,2:29:49,62
1757,2:29:53,57
1758,2:29:56,64
1759,2:29:60,71
1760,2:29:63,60
1761,2:29:67,66
1762,2:29:70,56
1763,2:29:73,62
1764,2:29:78,50
1765,2:29:81,61
1766,2:29:85,44
1767,2:29:88,60
1768,2:29:91,38
1769,2:29:95,70
1770,2:29:98,40
1771,2:34:701,62
1772,2:34:703,64
1773,2:34:705,64
1774,2:34:708,75
1775,2:34:712,45
1776,2:34:716,155
1777,2:34:720,53
1778,2:34:723,57
1779,2:34:726,141
1780,2:34:730,44
1781,2:34:734,62
1782,2:34:737,40
1783,2:34:741,157
1784,2:34:744,76
1785,2:34:748,62
1786,2:34:752,73
1787,2:34:756,116
1788,2:34:759,61
1789,2:34:763,140
1790,2:34:766,47
1791,2:34:770,71
1792,2:34:773,111
1793,2:34:777,73
1794,2:34:780,85
1795,2:34:784,47
1796,2:34:787,78
1797,2:34:791,44
1798,2:34:795,57
1799,2:34:799,62
1800,2:34:802,53
1801,2:34:806,77
1802,2:34:809,59
1803,2:34:813,69
1804,2:34:816,44
1805,2:34:820,76
1806,2:34:823,61
1807,2:34:827,68
1808,2:34:830,78
1809,2:34:833,49
1810,2:34:838,78
1811,2:34:841,46
1812,2:34:845,61
1813,2:34:848,60
1814,2:34:852,63
1815,2:34:855,78
1816,2:34:859,48
1817,2:34:862,69
1818,2:34:866,44
1819,2:34:869,75
1820,2:34:873,64
1821,2:34:876,68
1822,2:34:881,78
1823,2:34:884,44
1824,2:34:888,81
1825,2:34:891,45
1826,2:34:895,65
1827,2:34:898,64
1828,2:34:902,50
1829,2:34:905,79
1830,2:34:909,62
1831,2:34:912,77
1832,2:34:916,127
1833,2:34:919,67
1834,2:34:924,72
1835,2:34:927,42
1836,2:34:931,79
1837,2:34:934,47
1838,2:34:938,68
1839,2:34:941,55
1840,2:34:945,67
1841,2:34:948,73
1842,2:34:952,42
1843,2:34:955,79
1844,2:34:959,49
1845,2:34:962,67
1846,2:34:967,56
1847,2:34:970,66
1848,2:40:572,51
1849,2:40:574,71
1850,2:40:576,59
1851,2:40:579,39
1852,2:40:582,75
1853,2:40:586,46
1854,2:40:589,64
1855,2:40:593,53
1856,2:40:596,53
1857,2:40:601,71
1858,2:40:604,39
1859,2:40:608,74
1860,2:40:611,47
1861,2:40:615,59
1862,2:40:618,54
1863,2:40:622,53
1864,2:40:625,72
1865,2:40:629,47
1866,2:40:632,150
1867,2:40:636,45
1868,2:40:640,71
1869,2:40:644,132
1870,2:40:647,43
1871,2:40:651,74
1872,2:40:654,40
1873,2:40:658,152
1874,2:40:661,68
1875,2:40:665,62
1876,2:40:668,64
1877,2:40:672,84
1878,2:40:675,57
1879,2:40:679,125
1880,2:40:683,38
1881,2:40:687,75
1882,2:40:690,150
1883,2:40:694,65
1884,2:40:697,57
1885,2:40:701,54
1886,2:40:704,73
1887,2:40:708,146
1888,2:40:711,60
1889,2:40:715,42
1890,2:40:718,63
1891,2:40:722,65
1892,2:40:726,53
1893,2:40:730,74
1894,2:40:733,45
1895,2:40:737,73
1896,2:40:740,42
1897,2:40:744,71
1898,2:40:747,66
1899,2:40:751,45
1900,2:40:754,75
1901,2:40:758,45
1902,2:40:761,54
1903,2:40:765,42
1904,2:40:769,69
1905,2:40:773,74
1906,2:40:776,46
1907,2:40:779,75
1908,2:40:783,44
1909,2:40:786,66
1910,2:40:790,46
1911,2:40:793,156
1912,2:40:797,74
1913,2:40:800,74
1914,2:40:804,74
1915,2:40:807,39
1916,2:40:812,62
1917,2:40:815,62
1918,2:40:819,42
1919,2:40:822,73
1920,2:40:826,54
1921,2:40:829,65
1922,2:40:833,111
1923,2:40:836,53
1924,2:40:840,71
1925,2:46:444,59
1926,2:46:446,73
1927,2:46:448,59
1928,2:46:451,63
1929,2:46:454,76
1930,2:46:458,44
1931,2:46:461,76
1932,2:46:465,41
1933,2:46:468,70
1934,2:46:472,64
1935,2:46:475,49
1936,2:46:479,75
1937,2:46:482,56
1938,2:46:487,65
1939,2:46:490,41
1940,2:46:494,81
1941,2:46:497,95
1942,2:46:501,61
1943,2:46:504,145
1944,2:46:508,47
1945,2:46:511,67
1946,2:46:515,97
1947,2:46:518,63
1948,2:46:522,72
1949,2:46:525,42
1950,2:46:530,75
1951,2:46:533,48
1952,2:46:537,152
1953,2:46:540,62
1954,2:46:544,43
1955,2:46:547,74
1956,2:46:551,43
1957,2:46:554,67
1958,2:46:558,49
1959,2:46:561,66
1960,2:46:565,62
1961,2:46:568,40
1962,2:46:573,72
1963,2:46:576,46
1964,2:46:580,73
1965,2:46:583,39
1966,2:46:587,74
1967,2:46:590,69
1968,2:46:594,40
1969,2:46:597,75
1970,2:46:600,45
1971,2:46:604,66
1972,2:46:607,38
1973,2:46:611,65
1974,2:46:615,62
1975,2:46:619,39
1976,2:46:622,73
1977,2:46:626,45
1978,2:46:629,75
1979,2:46:633,41
1980,2:46:636,71
1981,2:46:640,64
1982,2:46:643,42
1983,2:46:647,75
1984,2:46:650,45
1985,2:46:654,62
1986,2:46:658,43
1987,2:46:662,70
1988,2:46:665,62
1989,2:46:669,41
1990,2:46:672,75
1991,2:46:676,46
1992,2:46:679,67
1993,2:46:683,41
1994,2:46:686,71
1995,2:46:690,64
1996,2:46:693,42
1997,2:46:697,76
1998,2:46:701,46
1999,2:46:705,70
2000,2:46:708,43
2001,2:46:712,63
